name,city,state,adm_rate,undergrads,cost,compl_4,median_hh_inc,median_earnings
Southwestern Assemblies of God University,Waxahachie,TX,0.2796,1639,32183,0.2232,59789.49,33200
Southwestern University,Georgetown,TX,0.4422,1515,49090,0.6853,75446.44,50000
Stephen F Austin State University,Nacogdoches,TX,0.6157,10562,23387,0.2256,60702.32,40000
Texas State University,San Marcos,TX,0.7084,33480,20506,0.2589,66830.13,44400
Southwestern Adventist University,Keene,TX,0.4851,724,29490,0.3866,57388.77,39200
Sul Ross State University,Alpine,TX,0.7997,2140,19773,0.0976,40704.93,36900
Tarleton State University,Stephenville,TX,0.4967,10749,17952,0.2428,55170.11,41600
Texas A & M University-Kingsville,Kingsville,TX,0.8237,5630,20969,0.1699,45266.24,40000
Texas A & M University-College Station,College Station,TX,0.6664,48707,22893,0.5064,67194.13,55500
The University of Texas at Arlington,Arlington,TX,0.6636,30358,21900,0.2062,66876.51,46700
The University of Texas at Austin,Austin,TX,0.3924,39057,26119,0.5204,72284.1,54900
The University of Texas at Dallas,Richardson,TX,0.6148,15559,23133,0.4756,79361.13,51100
The University of Texas at El Paso,El Paso,TX,0.9999,20004,15277,0.1201,46777.52,38900
The University of Texas at Tyler,Tyler,TX,0.6447,6059,21164,0.2453,53622.93,42300
Texas Christian University,Fort Worth,TX,0.4328,8851,53532,0.5881,76266.48,49900
Texas Lutheran University,Seguin,TX,0.5072,1320,38564,0.3014,65468.32,44200
The University of Texas of the Permian Basin,Odessa,TX,0.8449,3527,14482,0.2209,47475.29,44400
The University of Texas at San Antonio,San Antonio,TX,0.7795,23921,18962,0.1112,63798.29,44000
Texas Southern University,Houston,TX,0.509,6696,23414,0.0495,53781.71,30500
Texas Tech University,Lubbock,TX,0.6306,28868,21869,0.3505,65284.89,49300
Texas Wesleyan University,Fort Worth,TX,0.4595,1787,34663,0.1749,62890.39,42000
Texas Woman's University,Denton,TX,0.8592,9395,17565,0.1915,69739.2,44000
Trinity University,San Antonio,TX,0.4803,2213,50550,0.727,78650.29,54600
Wayland Baptist University,Plainview,TX,0.9871,3828,23563,0.1776,52818.65,40000
West Texas A & M University,Canyon,TX,0.6689,7266,18621,0.2179,51385.91,40600
Brigham Young University-Provo,Provo,UT,0.4805,30221,17504,0.3073,64914.81,56800
Brigham Young University-Hawaii,Laie,HI,0.3562,2557,14187,0.2202,69190.39,41000
ITT Technical Institute-Murray,Murray,UT,0.9048,349,28943,1,64231.63,38800
Southern Utah University,Cedar City,UT,0.7214,5977,18866,0.1881,55546.63,38400
Utah State University,Logan,UT,0.9667,22265,16702,0.2277,60534.36,42400
University of Utah,Salt Lake City,UT,0.8143,22761,19447,0.284,69474.52,51000
Bennington College,Bennington,VT,0.6306,683,64019,0.6061,77879.63,26000
Castleton University,Castleton,VT,0.9677,1878,21795,0.3631,61392.97,36000
Champlain College,Burlington,VT,0.6617,3249,49702,0.4757,72226.81,40800
Goddard College,Plainfield,VT,1,179,24645,0.25,61220.47,27100
Green Mountain College,Poultney,VT,0.6594,581,47758,0.3364,70763.05,31000
Johnson State College,Johnson,VT,0.9518,1285,22173,0.161,60809.44,31500
Lyndon State College,Lyndonville,VT,0.9847,1160,21069,0.1707,58494.41,32800
Marlboro College,Marlboro,VT,0.9444,179,51590,0.5,70203.93,26100
Middlebury College,Middlebury,VT,0.1744,2516,61160,0.8723,77169.17,55600
Norwich University,Northfield,VT,0.5704,2805,50852,0.4744,68974.52,48500
Saint Michael's College,Colchester,VT,0.7596,1941,51919,0.6851,75427.87,46900
College of St Joseph,Rutland,VT,0.7051,228,33800,0.075,53608.55,36500
Southern Vermont College,Bennington,VT,0.6313,431,36145,0.25,60680.57,35200
Vermont Technical College,Randolph,VT,0.8488,1370,24179,0.3286,58283.13,43400
University of Vermont,Burlington,VT,0.7085,10081,29332,0.6647,74257.05,45200
Averett University,Danville,VA,0.6127,868,39574,0.2342,58009.31,41500
Bluefield College,Bluefield,VA,0.9327,884,35648,0.313,55033.82,40300
Bridgewater College,Bridgewater,VA,0.4927,1823,44054,0.4849,65460.25,41100
College of William and Mary,Williamsburg,VA,0.3446,6260,31175,0.8186,83534.79,55400
Regent University,Virginia Beach,VA,0.8411,2736,27538,0.2647,64029.38,41200
Christopher Newport University,Newport News,VA,0.601,5040,26286,0.5685,79798.8,43600
Emory & Henry College,Emory,VA,0.7637,1010,44181,0.3816,53554.3,38300
Eastern Mennonite University,Harrisonburg,VA,0.6171,1194,42346,0.5046,59648.45,38600
Ferrum College,Ferrum,VA,0.7295,1328,42095,0.1996,59937.19,36600
George Mason University,Fairfax,VA,0.6887,22308,23607,0.456,95275.15,58100
Hampden-Sydney College,Hampden-Sydney,VA,0.5479,1087,54368,0.5993,68823.49,48700
Hampton University,Hampton,VA,0.6905,3403,35290,0.1329,65714.12,41700
Hollins University,Roanoke,VA,0.6099,630,49184,0.5455,65801,32200
James Madison University,Harrisonburg,VA,0.7257,19019,23935,0.6649,81580.49,53800
Liberty University,Lynchburg,VA,0.2156,49542,33078,0.3301,62401.61,35200
Longwood University,Farmville,VA,0.789,4399,24223,0.4433,69841.16,39900
Lynchburg College,Lynchburg,VA,0.6941,2064,45968,0.4696,73876.57,42100
Mary Baldwin University,Staunton,VA,0.9708,1265,41298,0.3229,62187.09,36200
University of Mary Washington,Fredericksburg,VA,0.8265,4262,24076,0.587,83782.23,50500
Marymount University,Arlington,VA,0.6848,2305,41689,0.342,89815.48,52300
Norfolk State University,Norfolk,VA,0.7894,4477,21286,0.1784,56695.39,33200
Old Dominion University,Norfolk,VA,0.8311,19870,21942,0.2594,63797.48,42600
Radford University,Radford,VA,0.8308,8839,21185,0.4411,67375.29,42300
Randolph-Macon College,Ashland,VA,0.6637,1405,48970,0.5276,76295.38,46200
Randolph College,Lynchburg,VA,0.8053,665,47860,0.6,68832.25,40900
University of Richmond,University of Richmond,VA,0.3111,3210,59569,0.8257,83716.34,60700
Roanoke College,Salem,VA,0.7246,1961,52588,0.5839,74630.57,43000
Shenandoah University,Winchester,VA,0.8205,1991,43251,0.3515,74666.57,41400
Southern Virginia University,Buena Vista,VA,0.3829,728,26231,0.2289,65610.54,34900
Sweet Briar College,Sweet Briar,VA,0.9495,236,50637,0.5732,72916.57,36800
The University of Virginia's College at Wise,Wise,VA,0.7687,1393,22818,0.2191,48782.99,37300
Virginia Polytechnic Institute and State University,Blacksburg,VA,0.7341,25327,25837,0.6165,77607.85,60500
Virginia Commonwealth University,Richmond,VA,0.7895,22389,28631,0.3673,72221.8,42200
University of Virginia-Main Campus,Charlottesville,VA,0.2979,15788,27010,0.8718,79524.13,60700
Virginia Military Institute,Lexington,VA,0.5284,1717,27040,0.6084,73425.96,63200
Virginia State University,Petersburg,VA,0.7698,4176,21105,0.2937,59119.77,33300
Virginia Union University,Richmond,VA,0.4904,1435,28063,0.1787,59784.74,31400
Virginia Wesleyan College,Norfolk,VA,0.9254,1402,45771,0.4227,71508.51,39300
Washington and Lee University,Lexington,VA,0.2388,1844,61310,0.8832,80995.13,72300
Central Washington University,Ellensburg,WA,0.8162,10101,22284,0.2445,63170.67,44900
Cornish College of the Arts,Seattle,WA,0.6789,720,49857,0.4842,69763.39,27200
Eastern Washington University,Cheney,WA,0.8208,10761,20538,0.2042,56952.77,42500
The Evergreen State College,Olympia,WA,0.9788,3821,22253,0.4063,63843.36,34300
Gonzaga University,Spokane,WA,0.7349,4965,50369,0.7332,67848.44,54100
Trinity Lutheran College,Everett,WA,0.6728,208,39807,0.7333,69002.23,33400
Northwest University,Kirkland,WA,0.6371,912,37117,0.4118,71872.75,38400
Pacific Lutheran University,Tacoma,WA,0.7555,2809,49488,0.5239,65366.76,47700
University of Puget Sound,Tacoma,WA,0.7922,2476,57877,0.7191,72356.02,49000
Saint Martin's University,Lacey,WA,0.9312,1213,43755,0.382,61347.58,45000
Seattle Pacific University,Seattle,WA,0.8161,3216,49225,0.5293,72206.46,47200
Seattle University,Seattle,WA,0.7302,4587,54668,0.6411,70785.55,55500
Walla Walla University,College Place,WA,0.5644,1624,36369,0.1891,59374.31,43100
Washington State University,Pullman,WA,0.7964,24100,27402,0.3766,63710,48600
University of Washington-Seattle Campus,Seattle,WA,0.5333,30022,25240,0.6304,69752.4,54800
Western Washington University,Bellingham,WA,0.8238,14336,22864,0.3978,66707.46,44400
Whitman College,Walla Walla,WA,0.4272,1443,58228,0.7949,70542.39,46600
Whitworth University,Spokane,WA,0.6242,2320,49981,0.6378,63739.65,41000
Alderson Broaddus University,Philippi,WV,0.5369,1066,33396,0.2654,44559.33,43200
Appalachian Bible College,Mount Hope,WV,0.4752,173,24603,0.2647,52011.41,27300
Bluefield State College,Bluefield,WV,0.7686,1459,14967,0.0943,36594.82,26700
University of Charleston,Charleston,WV,0.5244,1706,34608,0.3702,50707.64,41800
Concord University,Athens,WV,0.8491,2113,14021,0.1993,41360.98,30600
Davis & Elkins College,Elkins,WV,0.5853,793,37998,0.3046,46441.47,35600
Fairmont State University,Fairmont,WV,0.6479,3672,15820,0.1527,42179.08,32100
Glenville State College,Glenville,WV,0.725,1243,21865,0.1586,38830.31,30100
Marshall University,Huntington,WV,0.879,8780,17503,0.2426,45141.01,34300
Ohio Valley University,Vienna,WV,0.4705,399,28438,0.3,52818.63,33500
Shepherd University,Shepherdstown,WV,0.8987,3320,16107,0.215,62744.63,38800
West Virginia State University,Institute,WV,0.9409,2033,14951,0.1138,48790.55,29200
West Liberty University,West Liberty,WV,0.721,2014,19176,0.2289,46862,34500
West Virginia University Institute of Technology,Montgomery,WV,0.6146,1116,15293,0.0982,43154.68,44000
West Virginia Wesleyan College,Buckhannon,WV,0.7722,1371,41464,0.3784,54372.93,40200
West Virginia University,Morgantown,WV,0.8581,21580,18460,0.3334,57483.6,44000
Wheeling Jesuit University,Wheeling,WV,0.6072,1024,37708,0.4389,49606.73,42100
Alverno College,Milwaukee,WI,0.7716,1528,33397,0.1688,58784.16,37100
Beloit College,Beloit,WI,0.6878,1271,52181,0.7018,74481.76,41500
Cardinal Stritch University,Milwaukee,WI,0.7688,1971,37741,0.1496,64348.07,47400
Carroll University,Waukesha,WI,0.9397,2946,40640,0.4214,73362.92,41400
Carthage College,Kenosha,WI,0.7024,2862,49152,0.4979,76392.24,44500
Concordia University-Wisconsin,Mequon,WI,0.667,4080,39574,0.3654,64715.84,42800
Edgewood College,Madison,WI,0.7681,1758,38143,0.386,68115.77,42400
ITT Technical Institute-Greenfield,Greenfield,WI,0.8612,370,28189,0.6667,61666.85,38800
Lakeland University,Plymouth,WI,0.9626,2196,35844,0.3553,62779.58,41100
Lawrence University,Appleton,WI,0.6825,1527,53790,0.6322,74097.25,41700
Maranatha Baptist University,Watertown,WI,0.6864,758,24845,0.3404,62743.18,31600
Marquette University,Milwaukee,WI,0.7421,8143,49868,0.5835,75591.25,59000
Milwaukee Institute of Art & Design,Milwaukee,WI,0.6199,624,43199,0.4802,69249.17,33700
Milwaukee School of Engineering,Milwaukee,WI,0.6496,2668,46504,0.4392,68757.09,67400
Mount Mary University,Milwaukee,WI,0.5262,735,36991,0.2102,62361.14,39300
Northland College,Ashland,WI,0.5716,518,42662,0.5448,59747.9,33000
Ripon College,Ripon,WI,0.6612,781,44759,0.5968,66802.94,43900
Saint Norbert College,De Pere,WI,0.7769,2052,43248,0.6673,71321.9,45100
Silver Lake College of the Holy Family,Manitowoc,WI,0.4722,284,37044,0.2667,59076.02,37700
Viterbo University,La Crosse,WI,0.6615,1852,34867,0.2982,56953.94,41100
University of Wisconsin-Whitewater,Whitewater,WI,0.805,10614,17195,0.2792,67955.05,41900
University of Wisconsin-Eau Claire,Eau Claire,WI,0.852,9844,18683,0.2866,64551.11,44000
University of Wisconsin-Green Bay,Green Bay,WI,0.847,5502,17225,0.2392,63413.11,38900
University of Wisconsin-La Crosse,La Crosse,WI,0.8,9462,17956,0.3614,64374,44700
Wisconsin Lutheran College,Milwaukee,WI,0.9183,1056,37044,0.4406,69126.34,40900
University of Wisconsin-Oshkosh,Oshkosh,WI,0.8149,9955,17585,0.1462,64650.08,41200
University of Wisconsin-Parkside,Kenosha,WI,0.8159,4158,15048,0.1117,64274.59,37800
Herzing University-Madison,Madison,WI,0.9259,2366,27771,0.2079,60281.46,40300
University of Wisconsin-Stout,Menomonie,WI,0.9305,8220,18707,0.2307,65020.23,44300
University of Wisconsin-Superior,Superior,WI,0.9404,2268,17007,0.1593,53835.5,35700
University of Wisconsin-Madison,Madison,WI,0.5761,29579,24315,0.5604,71185.17,54200
University of Wisconsin-Milwaukee,Milwaukee,WI,0.8578,20921,20825,0.1427,65921.14,42300
University of Wisconsin-Platteville,Platteville,WI,0.9431,7785,17908,0.1986,61602.16,45400
University of Wisconsin-River Falls,River Falls,WI,0.8978,5286,17309,0.2883,69159.98,40200
University of Wisconsin-Stevens Point,Stevens Point,WI,0.9007,8733,16709,0.2586,62211.59,39000
University of Wyoming,Laramie,WY,0.9566,9842,18691,0.2583,56061.18,46200
Universidad Adventista de las Antillas,Mayaguez,PR,0.9684,1304,12786,0.135,23998.75,19200
Universidad Central de Bayamon,Bayamón,PR,0.6791,1354,12124,0.0081,23530.27,18700
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,0.4015,629,9191,0.05,17277.84,17400
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,0.7677,5427,11172,0.073,17277.84,17400
Colegio Universitario de San Juan,San Juan,PR,0.9007,1429,6424,0.125,24896.66,23400
Puerto Rico Conservatory of Music,San Juan,PR,0.7353,411,11556,0.4211,21018.34,16900
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,0.8537,573,6748,0.0303,26303.07,18600
Inter American University of Puerto Rico-San German,San German,PR,0.6321,4246,12664,0.1191,19509.99,19100
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,0.5258,4198,11061,0.0685,19509.99,19100
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,0.5609,4025,12531,0.1237,19509.99,19100
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,0.4304,2009,10851,0.2149,19509.99,19100
Inter American University of Puerto Rico-Metro,San Juan,PR,0.1952,6350,15395,0.175,19509.99,19100
Inter American University of Puerto Rico-Ponce,Mercedita,PR,0.5294,5011,11065,0.0816,19509.99,19100
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,0.6722,2050,10826,0.0342,19509.99,19100
Inter American University of Puerto Rico-Guayama,Guayama,PR,0.4729,1898,13521,0.1045,19509.99,19100
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,0.5299,4481,10521,0.0643,19509.99,19100
National University College-Bayamon,Bayamon,PR,0.6973,4920,15157,0.1399,20548.96,17100
National University College-Arecibo,Arecibo,PR,0.6601,1408,13058,0.2222,20548.96,17100
Universidad del Sagrado Corazon,Santurce,PR,0.2233,4415,13378,0.0606,25395.3,19300
Universidad Central Del Caribe,Bayamon,PR,0.7353,151,22944,0,20779.38,25800
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,0.7136,1375,9348,0.0104,17277.84,17400
University of the Virgin Islands,Charlotte Amalie,VI,0.9497,2022,16403,0.0867,59543.61,32200
Stanford University,Stanford,CA,0.0504,6994,62363,0.7518,80275.59,85700
Purdue University-Main Campus,West Lafayette,IN,0.5897,30233,22581,0.4654,68624.95,55000
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,0.8918,1591,12577,0.1852,19799.08,18900
ITT Technical Institute-Westminster,Westminster,CO,0.9153,126,28682,0.5,57504.27,38800
St. John's College,Santa Fe,NM,0.8136,324,60058,0.3613,73387,29900
ECPI University,Virginia Beach,VA,0.8436,10979,24261,0.3077,61373.11,35300
ITT Technical Institute-Arlington Heights,Arlington Heights,IL,0.913,196,26901,0,61232.2,38800
University of Advancing Technology,Tempe,AZ,0.8571,693,32792,0.1556,65222,45800
ITT Technical Institute-Norwood,Norwood,MA,0.8658,357,27809,0.5,58355.34,38800
ITT Technical Institute-Norwood,Norwood,MA,0.8658,357,27809,0.5,55374.85,38800
ITT Technical Institute-Austin,Austin,TX,0.9366,396,28461,0,61232.2,38800
California State University-San Marcos,San Marcos,CA,0.5404,12103,18938,0.1517,72827.06,45100
McNally Smith College of Music,Saint Paul,MN,0.4866,431,36089,0.2838,66871.7,32400
Hodges University,Naples,FL,0.9401,1476,24364,0.2128,59125.16,38400
Nossi College of Art,Madison,TN,0.4883,259,24844,0.3506,55745.16,24300
ITT Technical Institute-Norfolk,Norfolk,VA,0.9122,513,28293,0.1,58355.34,38800
ITT Technical Institute-Albuquerque,Albuquerque,NM,0.7209,386,30600,1,55113.76,38800
ITT Technical Institute-Lake Mary,Lake Mary,FL,0.6354,358,29026,0,60038.98,38800
Remington College-Honolulu Campus,Honolulu,HI,0.7727,463,26218,0.6364,59730.39,26300
Northwest College of Art & Design,Poulsbo,WA,0.7789,100,29300,0,71291.8,28300
University of Washington-Bothell Campus,Bothell,WA,0.7873,4660,23546,0.4116,69752.4,54800
University of Washington-Tacoma Campus,Tacoma,WA,0.8256,3884,22140,0.4394,69752.4,54800
ITT Technical Institute-San Bernardino,San Bernardino,CA,0.8664,622,26748,0,55043.55,38800
Everglades University,Boca Raton,FL,0.9567,1296,30428,0.2903,60322.87,41300
Herzing University-Winter Park,Winter Park,FL,1,442,28484,0,57868.59,40300
Watkins College of Art Design & Film,Nashville,TN,0.7009,271,34244,0.0351,61067.78,33400
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,1,194,18700,0,36010.3,12400
Arizona State University-West,Glendale,AZ,0.7553,3223,20949,0.4962,69074.33,45400
ITT Technical Institute-Fort Lauderdale,Fort Lauderdale,FL,0.724,532,28417,0,61365.31,38800
California State University-Monterey Bay,Seaside,CA,0.4869,6408,19375,0.214,70802.17,42200
ITT Technical Institute-Oxnard,Oxnard,CA,0.9192,261,28106,0,65153.23,38800
ITT Technical Institute-Everett,Everett,WA,0.8617,219,27301,0,59974.54,39500
ITT Technical Institute-Orland Park,Orland Park,IL,0.6456,434,27987,0.1875,61865.23,38800
Johnson & Wales University-North Miami,North Miami,FL,0.7585,1743,41154,0.3153,68856.12,36600
Messenger College,Euless,TX,0.4369,109,21009,0.3333,47706.1,18800
New York College of Health Professions,Syosset,NY,0.7879,412,22898,0.2727,84146.63,29300
Arizona State University-Polytechnic,Mesa,AZ,0.795,3669,22762,0.3147,69074.33,45400
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,0.6571,9666,21900,0.2164,66671.2,62400
ITT Technical Institute-Hialeah,Hialeah,FL,0.7778,333,28921,1,60038.98,38800
Herzing University-Kenner,Kenner,LA,0.9577,461,26781,0.5,57868.59,40300
Florida Gulf Coast University,Fort Myers,FL,0.6058,13635,18691,0.2154,62394.85,41000
Michigan Jewish Institute,W Bloomfield,MI,0.6632,965,17979,0.2,56150.02,21900
ITT Technical Institute-Oak Brook,Oak Brook,IL,0.8587,255,27165,0.3333,61365.31,38800
University of Connecticut-Tri-Campus,Waterbury,CT,0.596,2192,14647,0.304,80999.86,55800
University of Connecticut-Avery Point,Groton,CT,0.6016,687,14538,0.2896,80999.86,55800
University of Connecticut-Stamford,Stamford,CT,0.6196,1430,14303,0.2488,80999.86,55800
ITT Technical Institute-Richmond,Richmond,VA,0.9277,483,27983,1,63103.87,38800
ITT Technical Institute-Lathrop,Lathrop,CA,0.9435,387,26763,0.2857,60634.48,38800
ITT Technical Institute-Wilmington,Wilmington,MA,0.8333,308,26943,0,58355.34,38800
Johnson & Wales University-Denver,Denver,CO,0.812,1315,41127,0.3741,68856.12,36600
The King's University,Southlake,TX,0.9048,538,24109,0,68510.99,35300
California State University-Channel Islands,Camarillo,CA,0.6764,5917,22292,0.2443,78662.36,45500
ITT Technical Institute-Canton,Canton,MI,0.569,370,28525,1,60302.87,38800
West Coast University-Los Angeles,North Hollywood,CA,0.8333,1449,46040,0.4286,63221.34,46400
DigiPen Institute of Technology,Redmond,WA,0.4657,989,41573,0.3139,70283.94,81300
National University College-Rio Grande,Rio Grande,PR,0.7866,1493,13739,0.0102,20548.96,17100
Neumont University,Salt Lake City,UT,0.8301,472,31821,0.5263,65341.88,47900
Johnson & Wales University-Charlotte,Charlotte,NC,0.7245,2218,42124,0.3932,68856.12,36600
ITT Technical Institute-Kennesaw,Kennesaw,GA,0.8824,358,27339,0,56914.5,38800
